"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
2.89885285119261,-2.66834787321877,1.82278386286881,-1.46388605230417,0.143225084934836,0.235986400041514,"DDX11L1"
493.593442745396,-0.111030017239888,0.145001680941895,-0.765715380116036,0.443845673628738,0.574278746117998,"WASH7P"
16.5624989743427,0.492568346329918,0.596069365433144,0.826360780967137,0.408599464019279,0.540719969699145,"MIR6859-1"
20.4869374133172,-1.47438386649755,0.541600072085945,-2.72227413268067,0.00648343361476168,0.0160290217105757,"LOC729737"
323.847626316744,-0.332012116890116,0.154682049054629,-2.14641659403451,0.0318397565778053,0.0658920682080325,"LOC102723897"
16.4223993691556,0.0803918568705847,0.740148723660089,0.108615815039228,0.91350721638276,0.944689899927484,"LOC100132287"
43.5457897491454,-0.0991107003198978,0.387043884011772,-0.25607096356258,0.797896042361089,0.866400465020316,"LOC100288069"
7.92711617820221,-0.0191501107431845,0.977357035642576,-0.0195937718201354,0.984367432248424,0.990588600017595,"FAM87B"
719.480883615905,-1.28745272821468,0.131735319929606,-9.77302616263154,1.46994549613552e-22,2.51799940895636e-21,"SAMD11"
7215.46081951301,-0.943504778809341,0.0869209773743172,-10.8547419427444,1.89340848771573e-27,4.23625998507929e-26,"NOC2L"
885.574318122206,-0.22259726800248,0.13634893062425,-1.63255602360324,0.102562406634793,0.178618663103743,"KLHL17"
233.24941214865,-0.984363737055441,0.214661115784852,-4.58566393571735,4.52546022870893e-06,1.95712765956073e-05,"PLEKHN1"
76.1343923167528,-0.752182561570333,0.289395057725297,-2.59915482829126,0.00934536117237802,0.0222424668011781,"PERM1"
341.870579780134,-0.132658317054537,0.155489997698528,-0.853163026677394,0.393568903824126,0.525667565824944,"HES4"
633.162310879406,-0.344014125620794,0.116545837981169,-2.9517495569115,0.00315979097516919,0.00840258704538085,"ISG15"
27701.6547755969,0.435490138008196,0.0689920074586517,6.31218244039636,2.75127608927831e-10,1.96090895421633e-09,"AGRN"
3.9958058120075,0.377866758472583,1.18711294321817,0.318307335987944,0.750251820174022,0.833449472936829,"LOC105378948"
849.594803464893,-0.320342123351704,0.112674603844421,-2.84307299446134,0.00446808360792038,0.0115087598482425,"C1orf159"
3.23995590258315,0.597233173809262,1.35798179138374,0.439794684728946,0.660085817680274,0.764413106749171,"TNFRSF18"
4.14572018316408,-0.725691722353905,1.33109441122161,-0.545184260587423,0.58562679545802,0.702173072698038,"TNFRSF4"
10300.6602446811,-0.346556638516141,0.0878060400000894,-3.9468428198765,7.91885059030566e-05,0.000285224965512426,"SDF4"
2624.99855626936,-0.351053933493371,0.0791095882535365,-4.43756491777314,9.09822868682273e-06,3.75157567925617e-05,"B3GALT6"
11.987438419337,-0.210566746290879,0.721102631320462,-0.292006625888045,0.770281557927075,0.847145316239663,"C1QTNF12"
2785.25131638209,-0.769432174415092,0.0902469106798972,-8.52585610541553,1.51683731388975e-17,1.93504315075928e-16,"UBE2J2"
234.872286474454,0.931163514588654,0.178898384671621,5.20498559166905,1.94011658856399e-07,1.0071496028411e-06,"SCNN1D"
2486.45470663724,0.174174827184509,0.111880868233748,1.55678830468686,0.119520754834586,0.20262042723045,"ACAP3"
838.766556937149,-0.535650900379346,0.126465290586321,-4.23555663293817,2.27986232029593e-05,8.83780441111843e-05,"PUSL1"
4048.13266497734,-0.420914765509779,0.083532536569466,-5.03893192755789,4.68136936381848e-07,2.30662640479607e-06,"INTS11"
2126.38672674328,-0.761020935938151,0.091616469888884,-8.30659527551265,9.84871544194703e-17,1.18732864307349e-15,"CPTP"
47.422362161234,-0.972131508257956,0.372080155731534,-2.61269377923873,0.0089831750601802,0.0214941854768273,"TAS1R3"
4310.60832390991,-0.503192268080412,0.0996554850970356,-5.0493183349662,4.43389352252666e-07,2.19269597627968e-06,"DVL1"
208.858560307749,0.66643940305198,0.197689472679074,3.37114260066779,0.000748570986813757,0.00226352071706604,"MXRA8"
3780.11199203234,-0.742589300943267,0.0897605377612798,-8.27300414485261,1.30625156223121e-16,1.56082824612382e-15,"AURKAIP1"
6738.89836463255,0.023522109759119,0.099224957659183,0.237058400568056,0.812611484104956,0.877359583934952,"CCNL2"
1009.88695055101,-0.322658055728462,0.108558185451549,-2.9722130522573,0.00295661438378154,0.00791920591522696,"MRPL20-AS1"
2238.04832729497,-0.695271751953511,0.0785374003503257,-8.85274721154718,8.53909213412242e-19,1.16563591536686e-17,"MRPL20"
23.2573215126969,-4.53104437560654,0.7942199467739,-5.70502465219051,1.163262516457e-08,6.95459706924754e-08,"ANKRD65"
377.306930562554,-2.00689265499338,0.151218093595536,-13.2715114129214,3.38680136275805e-40,1.27484726832916e-38,"VWA1"
10.6141285631104,0.0297209999765356,0.740877246433779,0.0401159572919777,0.968000679962788,0.979503889658337,"ATAD3C"
1197.47081959918,-0.399846523539209,0.146423281658447,-2.73075783448091,0.00631888839840446,0.0156486829586916,"ATAD3B"
2435.37576630661,-0.560057845793944,0.130045976271001,-4.30661418256301,1.65772376954357e-05,6.55947048083999e-05,"ATAD3A"
18.5803914915149,-0.528119329959166,0.566301857448358,-0.932575662631171,0.351039103991276,0.481211075579163,"TMEM240"
4044.46928338128,-0.322783349292826,0.0716991936042195,-4.50191045487337,6.73453562478176e-06,2.8342247935292e-05,"SSU72"
1660.97466256349,0.347628095722125,0.112477986915654,3.09063226729695,0.00199730825357885,0.00552424851403763,"MIB2"
4.21294468019491,0.000761634238469486,1.11261016349079,0.000684547259643826,0.999453810353048,0.999624774056495,"MMP23B"
