"baseMean","log2FoldChange","stat","pvalue","padj","B","symbol"
9.675,0.4333,3.739,0.0003486,0.004067,-0.07534,"RIPK1"
0.05551,0.4332,2.097,0.03916,0.122,-4.294,"SIGLEC15"
10.43,0.433,3.82,0.0002641,0.003373,0.1811,"ESYT1"
8.614,0.433,1.911,0.05965,0.1644,-4.643,"HIST1H2BK"
12.56,0.4328,2.106,0.03839,0.1203,-4.277,"RGMA"
10.74,0.4328,2.668,0.00926,0.04266,-3.048,"LGMN"
9.075,0.4327,4.447,2.819e-05,0.0007216,2.264,"AEBP2"
3.72,0.4326,1.159,0.2498,0.4407,-5.744,"KLKB1"
7.411,0.4323,3.348,0.00125,0.01014,-1.248,"PIGB"
8.72,0.4322,2.237,0.02809,0.09561,-4.012,"LPCAT2"
5.878,0.4322,3.751,0.0003339,0.003962,-0.03568,"SPDYE3"
3.458,0.4322,1.233,0.2211,0.4051,-5.659,"SYTL1"
3.876,0.4321,0.9876,0.3264,0.5258,-5.923,"MUC12"
-0.5211,0.4318,1.778,0.07925,0.2011,-4.875,"C4orf22"
10.71,0.4316,4.168,7.811e-05,0.001458,1.312,"XPR1"
9.038,0.4312,3.648,0.0004728,0.005075,-0.3563,"DNAJC2"
6.182,0.4311,1.605,0.1124,0.2567,-5.152,"SPTLC3"
2.164,0.4306,1.341,0.1837,0.3582,-5.525,"TTC16"
6.227,0.4305,2.036,0.04506,0.1341,-4.411,"C1orf97"
-0.1661,0.4304,2.634,0.01016,0.04551,-3.129,"IFITM5"
8.514,0.4303,3.631,0.0004991,0.005277,-0.4061,"C19orf54"
-0.396,0.4298,2.052,0.04352,0.131,-4.382,"BSND"
8.054,0.4298,4.514,2.193e-05,0.0006218,2.499,"ZNF267"
10.63,0.4296,2.654,0.009609,0.04373,-3.08,"TRRAP"
10.97,0.4295,1.688,0.09531,0.2284,-5.022,"MDM2"
2.986,0.4295,0.8696,0.3871,0.5789,-6.03,"LILRB5"
7.845,0.4295,4.001,0.0001413,0.002211,0.7609,"C8orf58"
9.337,0.429,2.431,0.01733,0.06755,-3.597,"MSI1"
5.317,0.4288,1.071,0.2875,0.4848,-5.84,"C1orf175"
5.94,0.4287,1.593,0.1151,0.2614,-5.171,"SLFN12"
9.882,0.4287,3.353,0.001229,0.009992,-1.232,"SRF"
0.2508,0.4284,1.856,0.06716,0.1792,-4.74,"C14orf68"
0.2271,0.428,1.888,0.06266,0.1704,-4.684,"C15orf54"
3.034,0.4278,1.308,0.1947,0.3728,-5.567,"HIST1H3D"
9.238,0.4275,3.038,0.003229,0.01982,-2.108,"ABHD14B"
5.158,0.4275,1.727,0.08806,0.2167,-4.959,"LRRC56"
0.6791,0.4275,0.7966,0.4281,0.6172,-6.09,"FOXA2"
11.27,0.4274,3.689,0.0004119,0.004624,-0.2292,"LMAN2"
9.088,0.4273,2.011,0.04773,0.14,-4.459,"DHRSX"
5.871,0.4272,1.697,0.09367,0.2257,-5.008,"PIWIL4"
10.54,0.4268,4.218,6.522e-05,0.001287,1.48,"SS18"
4.587,0.4267,0.8729,0.3853,0.577,-6.027,"ENTPD3"
9.449,0.4267,3.422,0.0009878,0.008559,-1.032,"STK38"
2.935,0.4266,1.77,0.08056,0.2033,-4.888,"SNORA39"
8.438,0.4265,3.487,0.0008006,0.00739,-0.84,"C12orf35"
7.465,0.4265,1.397,0.1665,0.3353,-5.452,"FAHD2B"
9.026,0.4263,2.699,0.008495,0.04033,-2.971,"SNX7"
3.479,0.4263,0.9442,0.348,0.5411,-5.964,"CXorf64"
7.436,0.4261,2.958,0.004085,0.02358,-2.319,"TMEM44"
-0.566,0.4256,2.98,0.003826,0.02249,-2.26,"LIPN"
9.498,0.4254,2.33,0.02236,0.08092,-3.817,"NMRAL1"
4.423,0.4253,1.995,0.04945,0.1436,-4.489,"CNTF"
3.273,0.4251,1.014,0.3138,0.5129,-5.898,"TTLL6"
10.85,0.4247,1.654,0.1021,0.2403,-5.077,"NID1"
0.8936,0.4247,0.958,0.341,0.5384,-5.951,"CXorf30"
1.065,0.4247,1.436,0.1549,0.3209,-5.398,"ABP1"
4.571,0.4245,1.826,0.07158,0.1874,-4.792,"FLJ45445"
10.59,0.4242,2.983,0.003799,0.02239,-2.254,"AKAP13"
8.479,0.4237,3.125,0.002491,0.01653,-1.874,"VSIG10"
7.831,0.4236,1.914,0.05918,0.1636,-4.637,"TRIM66"
5.849,0.4234,1.264,0.2101,0.3922,-5.622,"C1orf94"
5.52,0.4233,1.627,0.1078,0.2493,-5.119,"DERL3"
8.188,0.4232,3.073,0.002911,0.0185,-2.014,"SLC46A3"
2.362,0.423,1.466,0.1466,0.3087,-5.357,"SLC9A3"
9,0.4229,2.28,0.02533,0.08874,-3.924,"SERTAD1"
8.15,0.4229,1.072,0.2869,0.4843,-5.839,"FOLR2"
9.72,0.4227,3.305,0.00143,0.01115,-1.37,"AHCTF1"
10.55,0.4224,2.883,0.005074,0.02762,-2.513,"VKORC1"
0.4528,0.422,1.644,0.1041,0.2433,-5.092,"MYBPC3"
9.296,0.4214,2.537,0.01316,0.0553,-3.357,"UBA7"
6.582,0.4214,1.486,0.1413,0.3009,-5.329,"HSD17B6"
5.452,0.4208,2.647,0.009804,0.04434,-3.098,"SFT2D2"
8.14,0.4206,2.223,0.02906,0.098,-4.041,"KIAA0895"
7.825,0.4204,4.382,3.583e-05,0.0008454,2.04,"LACTB"
7.874,0.4203,1.819,0.07273,0.1895,-4.805,"LEPREL2"
9.16,0.42,3.6,0.0005532,0.005688,-0.5008,"RELL1"
4.432,0.42,1.435,0.1551,0.321,-5.399,"LAG3"
4.794,0.42,1.762,0.08198,0.2059,-4.902,"C14orf49"
7.012,0.4199,2.028,0.04589,0.136,-4.426,"IL27RA"
-0.3161,0.4199,2.523,0.01364,0.0567,-3.388,"FAM154A"
5.014,0.4198,1.263,0.2103,0.3924,-5.623,"NR5A2"
7.272,0.4197,4.044,0.0001216,0.001992,0.8999,"ZRSR2"
9.221,0.4194,2.987,0.00375,0.02216,-2.242,"IPO4"
8.303,0.4189,2.999,0.003619,0.02159,-2.21,"BTN2A2"
7.085,0.4187,1.462,0.1477,0.31,-5.362,"EPSTI1"
7.014,0.4185,2.136,0.03574,0.1138,-4.217,"B3GALT4"
4.749,0.4184,1.002,0.3196,0.519,-5.91,"PTPRH"
12.84,0.4182,3.131,0.002443,0.01634,-1.856,"RAB31"
8.296,0.4179,1.407,0.1635,0.332,-5.439,"FAM189A2"
3.869,0.4179,1.684,0.09612,0.2298,-5.029,"LOC100302650"
3.719,0.4178,1.661,0.1007,0.2377,-5.066,"SMTNL1"
3.46,0.4177,0.8281,0.4101,0.5999,-6.065,"FNDC1"
8.204,0.4176,3.207,0.001936,0.01373,-1.645,"PTGR2"
4.308,0.4175,1.389,0.1687,0.3376,-5.462,"LOC100128842"
10.36,0.4175,2.353,0.02114,0.07792,-3.768,"GALNT10"
8.514,0.4173,3.301,0.001447,0.01125,-1.38,"MOBKL2C"
-0.4633,0.4172,1.713,0.09064,0.2207,-4.982,"CPXCR1"
7.98,0.4171,3.52,0.0007207,0.006841,-0.7437,"C7orf23"
-0.3919,0.4167,1.55,0.1251,0.2776,-5.235,"SPINK13"
10.05,0.4165,4.436,2.935e-05,0.0007437,2.226,"LRRFIP1"
9.69,0.4164,2.764,0.007106,0.03552,-2.813,"CREB3L2"
7.866,0.4164,2.01,0.04783,0.1402,-4.461,"IRS1"
6.177,0.4163,0.5179,0.6059,0.7692,-6.269,"NLGN4Y"
9.596,0.4159,1.487,0.141,0.3006,-5.327,"CDCA7L"
9.311,0.4158,2.699,0.008494,0.04033,-2.971,"IL17RC"
11.19,0.4158,1.812,0.0738,0.1913,-4.817,"DDIT4"
6.328,0.4158,1.449,0.1513,0.3154,-5.38,"DNAH7"
6.876,0.4157,1.425,0.1582,0.3253,-5.414,"KIRREL"
8.579,0.4156,2.081,0.04071,0.1252,-4.326,"PRKCD"
8.567,0.4154,1.891,0.06229,0.1697,-4.679,"MARVELD1"
5.588,0.4153,2.153,0.03439,0.1109,-4.184,"PPP4R1L"
7.471,0.4152,2.147,0.0349,0.112,-4.196,"EDARADD"
9.394,0.415,3.352,0.001234,0.01003,-1.236,"C7orf49"
9.415,0.4147,2.751,0.007368,0.03633,-2.845,"ZFYVE26"
10.29,0.4144,3.106,0.002635,0.01723,-1.924,"LMF2"
8.079,0.4143,2.163,0.03355,0.1089,-4.163,"GIMAP5"
5.509,0.4142,1.684,0.09621,0.2299,-5.03,"PLAG1"
6.847,0.4141,3.231,0.0018,0.01309,-1.579,"FICD"
8.785,0.4139,1.505,0.1363,0.2943,-5.301,"RAB32"
8.488,0.4137,1.313,0.1928,0.3702,-5.56,"HEPH"
8.764,0.4137,1.438,0.1543,0.3199,-5.395,"TEAD2"
10.57,0.4137,3.582,0.0005882,0.005935,-0.5572,"ZDHHC4"
13.86,0.4136,2.357,0.0209,0.07728,-3.758,"CNN3"
8.978,0.4136,3.84,0.0002473,0.003232,0.242,"CFLAR"
10.18,0.4135,2.79,0.006599,0.03365,-2.747,"CTSO"
5.427,0.4134,0.8792,0.3819,0.574,-6.022,"EN2"
6.481,0.4134,1.456,0.1495,0.3125,-5.371,"PANX2"
8.531,0.4131,3.423,0.0009854,0.008549,-1.03,"NTAN1"
2.574,0.4128,2.398,0.01886,0.07171,-3.67,"SMAD5OS"
8.45,0.4127,1.792,0.0769,0.1968,-4.85,"WDR90"
11.01,0.4126,4.426,3.043e-05,0.0007631,2.193,"TMEM43"
7.772,0.4126,1.578,0.1185,0.267,-5.193,"FZD6"
7.044,0.4125,1.229,0.2229,0.4076,-5.665,"DUSP4"
11,0.4125,1.203,0.2324,0.419,-5.694,"LPL"
4.221,0.4123,1.802,0.07541,0.194,-4.835,"GVIN1"
0.9438,0.4123,1.302,0.1966,0.3752,-5.574,"ACOT12"
4.034,0.4118,1.054,0.2951,0.4934,-5.858,"HRH2"
10.46,0.4117,2.648,0.009762,0.04422,-3.094,"NINJ1"
7.795,0.4114,2.353,0.02112,0.07789,-3.767,"UGCG"
12.28,0.4112,2.124,0.03682,0.1165,-4.242,"PLEC"
7.536,0.4111,2.051,0.04362,0.1312,-4.384,"DACT1"
4.626,0.4111,1.942,0.05575,0.1565,-4.588,"STARD5"
9.473,0.411,3.644,0.0004783,0.005121,-0.367,"KIAA1539"
10.35,0.4107,3.902,0.0001997,0.002804,0.44,"PTPN9"
10.65,0.4105,4.386,3.529e-05,0.0008384,2.054,"MEPCE"
6.533,0.4103,1.477,0.1435,0.3045,-5.341,"PLAGL1"
8.772,0.4102,4.224,6.386e-05,0.001271,1.5,"APEX2"
9.644,0.4099,2.606,0.01096,0.04824,-3.196,"FOXO1"
1.315,0.4098,1.739,0.08598,0.2131,-4.94,"FDPSL2A"
3.879,0.4091,1.532,0.1295,0.2844,-5.262,"LOC342346"
0.2007,0.409,1.178,0.2423,0.4314,-5.723,"CCL23"
9.403,0.409,1.969,0.05241,0.1498,-4.537,"PTP4A3"
3.052,0.4089,1.259,0.2117,0.3939,-5.628,"C1orf101"
9.697,0.4089,2.651,0.009695,0.04398,-3.088,"FBXL7"
7.885,0.4088,1.318,0.1913,0.3682,-5.555,"IQGAP3"
1.588,0.4088,1.447,0.152,0.3164,-5.384,"C1QTNF9"
9.05,0.4088,2.521,0.01371,0.05687,-3.392,"OSTF1"
7.498,0.4088,1.37,0.1747,0.3458,-5.488,"BVES"
9.542,0.4086,3.919,0.0001879,0.002682,0.4965,"IFT122"
3.445,0.4085,1.537,0.1283,0.2825,-5.255,"DRD4"
10.16,0.4085,4.755,8.781e-06,0.00033,3.358,"BET1L"
8.216,0.4085,1.512,0.1344,0.2917,-5.291,"C13orf18"
9.428,0.4083,3.732,0.0003571,0.004133,-0.09764,"RECQL"
8.588,0.4083,3.333,0.001311,0.01049,-1.291,"ABHD11"
-0.303,0.4083,2.007,0.04819,0.141,-4.467,"KRT36"
7.109,0.4081,2.123,0.03691,0.1167,-4.244,"C17orf97"
1.357,0.408,1.003,0.3191,0.5185,-5.909,"RFX8"
5.731,0.4079,1.417,0.1604,0.3281,-5.424,"LOC100132215"
4.778,0.4078,2.514,0.01396,0.05765,-3.408,"C8orf51"
8.958,0.4074,3.504,0.0007582,0.007104,-0.7902,"HLCS"
9.681,0.4072,3.013,0.003476,0.02097,-2.174,"KRIT1"
9.567,0.4071,2.18,0.03224,0.1059,-4.129,"PTPRE"
0.8946,0.407,1.591,0.1156,0.2621,-5.174,"SLC22A11"
1.278,0.4068,1.201,0.2333,0.4203,-5.697,"LOC157381"
5.98,0.4066,2.33,0.02235,0.08092,-3.816,"ULK4"
12.75,0.4065,1.648,0.1032,0.2422,-5.085,"CSRP1"
5.884,0.4065,2.312,0.02341,0.08371,-3.856,"KIF27"
7.867,0.4061,1.766,0.08118,0.2045,-4.894,"BMF"
9.351,0.4061,2.931,0.004412,0.02497,-2.388,"SEC24D"
-0.4825,0.4059,1.832,0.07076,0.1861,-4.783,"CCDC70"
8.339,0.4056,3.297,0.001465,0.01133,-1.392,"ZCCHC9"
10.29,0.4055,2.42,0.01783,0.0689,-3.621,"PLXNA3"
13.44,0.4052,1.774,0.07988,0.2021,-4.881,"ATP1B2"
4.264,0.4052,1.054,0.2951,0.4934,-5.858,"SLC26A7"
6.249,0.405,1.59,0.1158,0.2624,-5.175,"HIC1"
12.43,0.4049,3.473,0.0008372,0.007621,-0.881,"LAMP1"
0.4033,0.4047,1.253,0.2141,0.3971,-5.636,"ITGAD"
13.38,0.4047,3.83,0.0002558,0.003299,0.2107,"HSP90B1"
8.368,0.4046,2.168,0.03317,0.1081,-4.153,"TMEM185B"
10.33,0.4045,3.37,0.001164,0.009613,-1.183,"MKNK2"
8.205,0.4043,2.265,0.02623,0.09113,-3.953,"TMEM173"
7.453,0.4042,2.551,0.01266,0.05366,-3.322,"SLC38A6"
10.07,0.4042,2.148,0.03479,0.1117,-4.194,"HLA.H"
12.31,0.4042,4.227,6.314e-05,0.001263,1.511,"SDCBP"
11.79,0.4041,4.471,2.571e-05,0.000681,2.35,"CENPB"
0.8335,0.4038,1.926,0.05767,0.1604,-4.616,"GNAT2"
8.637,0.4036,2.739,0.007622,0.03726,-2.875,"MORC4"
4.198,0.4034,1.115,0.2683,0.4621,-5.793,"HSD17B3"
8.443,0.4033,1.474,0.1444,0.3058,-5.345,"ABCA8"
9.432,0.4033,4.011,0.0001366,0.002161,0.7921,"SGSH"
9.626,0.4033,2.578,0.0118,0.05095,-3.261,"CITED2"
0.2757,0.4032,1.485,0.1414,0.3011,-5.329,"C14orf72"
10.36,0.4031,2.144,0.03513,0.1125,-4.202,"CORO1A"
1.47,0.403,1.262,0.2105,0.3926,-5.624,"CTAGE9"
4.277,0.4029,1.199,0.2341,0.4213,-5.699,"SP5"
8.96,0.4026,2.304,0.02385,0.08489,-3.872,"BTN3A3"
7.639,0.4025,1.218,0.2268,0.4124,-5.677,"PNPLA4"
10.9,0.4025,1.764,0.08158,0.2052,-4.898,"SALL1"
-0.6395,0.4024,2,0.04892,0.1425,-4.48,"SFTPA1"
10.29,0.4023,3.424,0.0009813,0.008539,-1.026,"GLB1"
11.04,0.4023,2.791,0.006592,0.03362,-2.747,"LIMK1"
11.44,0.4022,3.166,0.002198,0.0151,-1.76,"B4GALT5"
8.671,0.4022,1.301,0.1971,0.3756,-5.576,"KCNE4"
3.598,0.402,1.132,0.2611,0.4536,-5.775,"MYO15A"
11.59,0.402,4.544,1.961e-05,0.0005726,2.604,"NCSTN"
0.1318,0.402,1.526,0.1311,0.2869,-5.271,"RXFP4"
1.74,0.4019,1.672,0.09854,0.2339,-5.049,"CTCFL"
8.35,0.4018,1.231,0.2219,0.4061,-5.661,"SELENBP1"
7.649,0.4018,1.003,0.3188,0.5183,-5.908,"HJURP"
10.23,0.4018,1.463,0.1473,0.3096,-5.36,"COBL"
13.35,0.4018,1.12,0.2661,0.4596,-5.788,"MT3"
5.293,0.4016,1.258,0.212,0.3945,-5.629,"FKBP9L"
9.832,0.4014,3.747,0.0003395,0.003998,-0.05091,"RNPEP"
4.405,0.4011,1.414,0.1613,0.3295,-5.429,"DDX11L2"
4.148,0.401,2.268,0.02606,0.09063,-3.948,"SPDYA"
4.55,0.4009,1.934,0.05664,0.1584,-4.601,"LOC115110"
3.075,0.4009,1.263,0.2105,0.3926,-5.624,"ACTR3C"
10.36,0.4008,2.084,0.04042,0.1246,-4.32,"IGF2R"
11.85,0.4008,4.366,3.803e-05,0.0008704,1.984,"C7orf42"
5.751,0.4005,1.136,0.2594,0.4516,-5.77,"MST1P2"
9.552,0.4005,2.768,0.007027,0.03526,-2.803,"NFIL3"
8.538,0.4004,1.934,0.05669,0.1584,-4.602,"POU3F3"
9.757,0.4004,2.965,0.004003,0.02329,-2.301,"HOMER3"
9.511,0.4001,3.491,0.0007903,0.00733,-0.8282,"PLA2G15"
7.599,0.3999,3.677,0.000429,0.004767,-0.2668,"OMA1"
5.794,0.3997,0.6339,0.528,0.7043,-6.204,"EN1"
0.8834,0.3995,1.572,0.1201,0.2694,-5.203,"SIGLECP3"
6.289,0.3995,2.763,0.007114,0.03555,-2.814,"TMEM194B"
0.839,0.3992,1.139,0.258,0.4498,-5.767,"C3orf55"
8.395,0.3992,2.039,0.04479,0.1337,-4.406,"MARCH3"
9.99,0.3991,4.776,8.104e-06,0.0003135,3.434,"AIDA"
8.649,0.399,3.887,0.00021,0.002906,0.3931,"ELL"
10.03,0.3988,3.428,0.0009679,0.008445,-1.014,"PNPLA2"
7.975,0.3987,2.271,0.02587,0.09016,-3.942,"MTHFS"
8.855,0.3987,2.876,0.00517,0.02808,-2.53,"PLCB3"
1.091,0.3985,1.02,0.3111,0.5103,-5.892,"CPA6"
0.1586,0.3984,1.592,0.1154,0.2619,-5.173,"FAM183B"
10.62,0.3982,2.507,0.01422,0.05844,-3.424,"CHPT1"
9.755,0.3982,2.296,0.0243,0.08608,-3.888,"BCAM"
10.2,0.3981,3.131,0.002446,0.01635,-1.857,"WBP5"
12.13,0.3979,2.293,0.02449,0.08661,-3.895,"DNAJB1"
9.722,0.3979,4.675,1.195e-05,0.0004082,3.069,"FTSJ2"
8.974,0.3978,3.145,0.002338,0.01581,-1.816,"WDR60"
-0.4962,0.3975,2.222,0.02912,0.09819,-4.043,"PADI3"
11.69,0.3974,2.524,0.01362,0.05663,-3.386,"CDH2"
8.293,0.3971,2.789,0.006625,0.03375,-2.751,"SERTAD3"
5.99,0.3971,1.661,0.1008,0.2378,-5.066,"C10orf125"
7.293,0.397,1.603,0.113,0.2577,-5.156,"CARD6"
9.028,0.3962,2.363,0.0206,0.07642,-3.746,"BET1"
10.96,0.396,3.343,0.001267,0.01023,-1.26,"ITFG3"
11.46,0.3959,3.945,0.0001719,0.002516,0.5788,"ARHGAP1"
5.119,0.3957,1.023,0.3095,0.5085,-5.889,"IRX3"
1.051,0.3954,1.257,0.2123,0.3947,-5.63,"OLAH"
0.182,0.3951,1.871,0.06506,0.1752,-4.715,"C14orf182"
6.4,0.395,1.041,0.3011,0.4998,-5.871,"SVEP1"
12.41,0.395,2.646,0.009817,0.04436,-3.099,"ITGAV"
0.9439,0.3948,1.223,0.225,0.4104,-5.671,"CD40LG"
8.989,0.3947,3.457,0.000883,0.007932,-0.9297,"PLAGL2"
-0.07815,0.3947,2.324,0.02268,0.08174,-3.829,"ARL13A"
9.128,0.3946,3.838,0.0002488,0.003242,0.2364,"TMEM164"
8.248,0.3944,1.997,0.04931,0.1432,-4.486,"ACSF2"
9.079,0.3944,1.753,0.08347,0.2088,-4.916,"NR1D1"
10.85,0.3944,3.802,0.0002808,0.003532,0.1243,"HS2ST1"
8.158,0.3943,2.196,0.03104,0.1028,-4.097,"LIMS1"
8.11,0.3943,2.154,0.03433,0.1108,-4.182,"INADL"
6.067,0.3943,2.236,0.02817,0.09579,-4.014,"ZNF396"
10.79,0.3942,2.658,0.009521,0.04343,-3.072,"ZDHHC9"
8.694,0.3941,1.817,0.073,0.1899,-4.808,"ROBO3"
8.754,0.3939,2.099,0.03904,0.1217,-4.291,"SLC25A20"
0.462,0.3939,1.449,0.1512,0.3153,-5.38,"TNFSF15"
11.86,0.3936,4.127,9.051e-05,0.001612,1.175,"ERGIC1"
11.07,0.3935,1.838,0.06981,0.1842,-4.772,"SPRY2"
10.27,0.3935,1.674,0.09808,0.2332,-5.045,"POU3F2"
3.89,0.3935,2.32,0.0229,0.08236,-3.837,"P704P"
9.304,0.3933,2.69,0.008726,0.04089,-2.995,"TRPS1"
2.749,0.3932,1.106,0.2723,0.4669,-5.804,"KCNG2"
7.541,0.3932,3.411,0.001023,0.008796,-1.064,"C1orf56"
10,0.3931,2.259,0.02662,0.09195,-3.966,"SAMD4A"
9.961,0.393,2.697,0.008551,0.0405,-2.977,"CAD"
10.61,0.393,3.249,0.001705,0.01259,-1.53,"C7orf27"
7.155,0.3928,1.98,0.05117,0.1472,-4.517,"GIMAP7"
4.917,0.3926,1.875,0.06452,0.1743,-4.708,"RFESD"
9.863,0.3921,3.896,0.0002034,0.002844,0.423,"C21orf59"
3.058,0.3918,0.8183,0.4157,0.6056,-6.073,"CCDC108"
9.368,0.3917,3.199,0.001987,0.01399,-1.669,"SLC15A4"
10.32,0.3913,3.821,0.0002632,0.003366,0.1844,"NPC1"
3.429,0.3912,2.074,0.04138,0.1266,-4.34,"C20orf165"
11.19,0.3909,3.657,0.0004586,0.004975,-0.3283,"MAVS"
12.66,0.3904,2.163,0.03361,0.1091,-4.164,"DTNA"
9.127,0.3903,3.067,0.002959,0.01871,-2.029,"TNIP2"
10.05,0.3903,2.228,0.02869,0.09699,-4.03,"SLC27A1"
10.1,0.39,3.565,0.0006223,0.006184,-0.6089,"DNAJC3"
9.405,0.3899,2.08,0.04078,0.1253,-4.328,"PITPNM1"
8.443,0.3897,2.293,0.02448,0.08661,-3.895,"MYCBP"
6.65,0.3897,1.697,0.09366,0.2257,-5.008,"TTLL9"
-0.5364,0.3897,2.017,0.04715,0.1387,-4.449,"PRAMEF12"
9.363,0.3897,1.424,0.1584,0.3256,-5.415,"PTGS1"
10.7,0.3893,3.301,0.001449,0.01125,-1.382,"CKAP4"
11.41,0.3891,2.769,0.007001,0.03516,-2.8,"SERPINB6"
7.686,0.3891,2.419,0.01788,0.06902,-3.624,"DHRS4"
0.5065,0.389,1.17,0.2455,0.4351,-5.732,"GABRR1"
5.713,0.389,1.471,0.1452,0.3067,-5.349,"PPARG"
7.765,0.3888,1.47,0.1456,0.3072,-5.351,"OSBPL10"
0.657,0.3886,1.808,0.07444,0.1923,-4.824,"TSGA10IP"
11.15,0.3886,2.726,0.007888,0.03825,-2.906,"RNF130"
10.77,0.3885,2.379,0.01977,0.0742,-3.71,"ABHD4"
16.38,0.3885,2.767,0.007044,0.03533,-2.805,"GAPDH"
9.577,0.3883,2.21,0.03001,0.1004,-4.068,"PLSCR4"
2.329,0.3883,1.184,0.2399,0.4285,-5.716,"SLC34A3"
-0.6387,0.3882,2.603,0.01103,0.0485,-3.202,"DIRC1"
8.601,0.388,1.312,0.1934,0.3708,-5.562,"SH3BGR"
8.759,0.388,3.581,0.000589,0.005939,-0.5584,"CSGALNACT2"
10.1,0.3879,3.378,0.001137,0.009474,-1.161,"G6PD"
7.153,0.3874,2.929,0.004437,0.02508,-2.393,"FGGY"
10.61,0.387,1.746,0.08463,0.2108,-4.927,"TSPAN6"
3.139,0.3869,0.9607,0.3397,0.5376,-5.949,"COL24A1"
6.672,0.3869,1.127,0.263,0.4557,-5.78,"CDS1"
-0.5948,0.3868,1.758,0.0827,0.2074,-4.909,"MUCL1"
10.04,0.3868,1.303,0.1964,0.3749,-5.574,"NEBL"
2.68,0.3867,1.392,0.1679,0.3368,-5.459,"MPP4"
5.21,0.3867,1.419,0.1599,0.3274,-5.422,"TBC1D8B"
-0.5716,0.3863,2.688,0.008753,0.04097,-2.998,"C13orf35"
7.151,0.386,1.972,0.05208,0.1492,-4.532,"FZD2"
0.957,0.3859,1,0.3202,0.5196,-5.911,"TRIM63"
2.155,0.3858,1.021,0.3104,0.5097,-5.891,"TGM3"
2.52,0.3858,1.136,0.2595,0.4517,-5.771,"ZNF860"
7.904,0.3857,3.359,0.001205,0.009859,-1.214,"RNASEL"
14.05,0.3857,3.466,0.0008577,0.00777,-0.9032,"CD81"
6.511,0.3855,0.9536,0.3432,0.5397,-5.956,"TPBG"
4.993,0.3852,1.259,0.2116,0.3938,-5.628,"FBXO15"
8.672,0.3852,1.84,0.06954,0.1837,-4.769,"OAF"
10.32,0.3852,2.978,0.003852,0.0226,-2.266,"PGPEP1"
10.07,0.3848,0.9341,0.3531,0.5457,-5.973,"ELOVL2"
7.034,0.3847,2.584,0.0116,0.05034,-3.246,"EPOR"
4.748,0.3847,1.276,0.2055,0.3869,-5.607,"PHEX"
9.947,0.3847,3.415,0.00101,0.008726,-1.053,"ARAF"
10.5,0.3847,2.41,0.01828,0.07016,-3.643,"SPRED2"
11.38,0.3841,4,0.0001418,0.002215,0.7577,"BCL2L1"
3.495,0.3841,1.619,0.1095,0.2522,-5.132,"LOC729799"
7.029,0.3838,2.004,0.04846,0.1416,-4.472,"RADIL"
8.359,0.383,2.475,0.01548,0.06219,-3.498,"ACADS"
12.47,0.3827,2.474,0.0155,0.06219,-3.5,"WLS"
9.78,0.3827,2.117,0.03743,0.118,-4.255,"PLCD1"
9.134,0.3824,3.872,0.0002216,0.003005,0.3435,"GMPPA"
7.626,0.3823,2.103,0.0387,0.121,-4.283,"SMPDL3A"
5.022,0.3822,2.064,0.04226,0.1283,-4.358,"LTB4R2"
5.999,0.3822,2.371,0.0202,0.07543,-3.729,"MORN1"
7.864,0.3822,1.458,0.1489,0.3118,-5.368,"LST1"
9.505,0.3821,1.562,0.1222,0.2731,-5.217,"ARAP3"
9.836,0.3821,2.013,0.04756,0.1396,-4.456,"CRIM1"
5.663,0.382,0.9173,0.3618,0.5541,-5.989,"JPH1"
8.292,0.3818,1.171,0.2452,0.4348,-5.732,"PKIB"
12.59,0.3818,3.449,0.0009067,0.008078,-0.954,"LAMP2"
8.496,0.3817,2.754,0.00731,0.03616,-2.838,"GMIP"
10.2,0.3816,3.497,0.0007763,0.007238,-0.8119,"MAN2B2"
8.483,0.3815,2.531,0.01337,0.05591,-3.37,"TTC30A"
10.08,0.3814,1.311,0.1935,0.371,-5.563,"TYMS"
7.324,0.3813,1.819,0.07273,0.1895,-4.805,"CRIPAK"
11.2,0.381,3.019,0.003417,0.02069,-2.159,"BAZ1B"
5.705,0.381,1.366,0.1758,0.3474,-5.493,"LOC399744"
13.02,0.3808,2.541,0.01301,0.05481,-3.347,"HTRA1"
2.262,0.3808,1.501,0.1374,0.2958,-5.307,"ODF3L1"
5.544,0.3808,1.131,0.2614,0.4539,-5.776,"GALNT3"
4.863,0.3807,0.8765,0.3834,0.5752,-6.024,"DPY19L2P1"
7.903,0.3807,2.672,0.009144,0.04234,-3.037,"ATL3"
3.99,0.3805,1.399,0.1658,0.3348,-5.449,"DOK7"
9.025,0.3805,2.212,0.02986,0.1001,-4.064,"GJC1"
3.391,0.3804,1.335,0.1858,0.3609,-5.533,"MOV10L1"
11.19,0.3804,3.715,0.0003779,0.004323,-0.1498,"HNRNPF"
1.908,0.3802,1.749,0.08416,0.21,-4.923,"RAET1E"
5.506,0.3801,0.8102,0.4203,0.6099,-6.079,"TP73"
9.603,0.3801,1.974,0.05184,0.1487,-4.528,"IFI27L2"
1.245,0.38,1.608,0.1118,0.2557,-5.148,"C22orf15"
12.82,0.3795,2.441,0.01686,0.06622,-3.573,"CD59"
10.73,0.3792,2.872,0.005231,0.02833,-2.54,"CARHSP1"
7.805,0.379,1.749,0.08422,0.2101,-4.924,"DNHD1"
